"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Min_Playing_Time","Mn_per_MP_Playing_Time","Min_percent_Playing_Time","Mins_Per_90_Playing_Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team_Success","onG_Team_Success","onGA_Team_Success","Plus_Minus_Team_Success","Plus_Minus90_Team_Success","On_minus_Off_Team_Success","onxG_Team_Success_xG_","onxGA_Team_Success_xG","xGPlus_Minus_Team_Success_xG","xGPlus_Minus90_Team_Success_xG","On_minus_Off_Team_Success_xG","PlayerURL","MP_Playing_Time","LeagueName","LeagueURL","StatType"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Clara Fröhlich","GER","DF","21-225",5,200,40,31.7,2.2,1,90,1,4,28,0,1.6,5,4,1,0.45,1.08,2.9,4.3,-1.4,-0.63,0.3,"https://fbref.com/en/players/265328ec/Clara-Frohlich",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Klara Senelius","SWE","DF,MF","20-140",5,53,11,8.4,0.6,0,NA,0,5,11,2,1.6,1,4,-3,-5.09,-5.25,0.2,3.6,-3.5,-5.87,-5.49,"https://fbref.com/en/players/821d479d/Klara-Senelius",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Meret Günster","GER","MF,FW","22-280",2,22,11,3.5,0.2,0,NA,0,2,11,1,0,1,2,-1,-4.09,-3.94,1,1.6,-0.5,-2.2,-1.41,"https://fbref.com/en/players/2fd87cb2/Meret-Gunster",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Alina Mailbeck","GER","MF","28-136",2,20,10,3.2,0.2,0,NA,0,2,10,2,2,0,1,-1,-4.5,-4.35,0,0.8,-0.8,-3.64,-2.9,"https://fbref.com/en/players/fc577573/Alina-Mailbeck",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Amélie Thöle","GER","MF","22-056",2,14,7,2.2,0.2,0,NA,0,2,7,4,0.5,1,2,-1,-6.43,-6.28,0.1,1.8,-1.7,-10.85,-10.24,"https://fbref.com/en/players/f16d1bf3/Amelie-Thole",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Hanna Deuber","GER","FW","17-138",1,1,1,0.2,0,0,NA,0,1,1,1,3,0,1,-1,-90,-89.86,0,0.5,-0.5,-42.59,-41.82,"https://fbref.com/en/players/3b9913ae/Hanna-Deuber",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Kristin Krammer","AUT","GK","23-155",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/937399e2/Kristin-Krammer",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Lourdes Romero","SUI","GK","22-328",0,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/5cb7cf76/Lourdes-Romero",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","1. FC Nürnberg","Frauen-Bundesliga","Maëlle Seguin","FRA","MF","21-100",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/b8fa5d9c/Maelle-Seguin",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Sara Agrež","SVN","DF","24-321",7,629,90,99.8,7,7,90,6,0,NA,0,1,8,13,-5,-0.72,89.28,9.7,7.3,2.4,0.34,9.79,"https://fbref.com/en/players/f4321ccd/Sara-Agrez",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Laura Vogt","GER","MF","24-166",7,629,90,99.8,7,7,90,6,0,NA,0,1,8,14,-6,-0.86,-0.86,9.7,7.5,2.2,0.32,0.32,"https://fbref.com/en/players/99c4eb1a/Laura-Vogt",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Laura Feiersinger","AUT","MF","32-204",7,601,86,95.4,6.7,7,86,5,0,NA,0,1,8,13,-5,-0.75,2.35,9.6,7.1,2.5,0.38,1.21,"https://fbref.com/en/players/1b4b3721/Laura-Feiersinger",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Sandra Jessen","ISL","FW","30-281",7,598,85,94.9,6.6,7,85,4,0,NA,0,1,8,13,-5,-0.75,2.06,9.4,6.9,2.5,0.38,1.08,"https://fbref.com/en/players/cc4a09af/Sandra-Jessen",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Adriana Achcińska","POL","MF","23-187",7,539,77,85.6,6,7,77,3,0,NA,0,1,7,10,-3,-0.5,2.47,7.9,5,2.9,0.48,1.13,"https://fbref.com/en/players/d85ee236/Adriana-Achcinska",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Marina Hegering","GER","DF","35-192",6,516,86,81.9,5.7,6,86,5,0,NA,1,1.17,8,12,-4,-0.7,0.88,8.9,6.5,2.4,0.42,0.54,"https://fbref.com/en/players/df1695c1/Marina-Hegering",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Carlotta Imping","GER","DF,FW","21-320",7,496,71,78.7,5.5,6,78,2,1,26,0,1,7,10,-3,-0.54,1.47,7.7,5.2,2.5,0.45,0.59,"https://fbref.com/en/players/baf38991/Carlotta-Imping",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Anna Gerhardt","GER","DF","27-192",6,488,81,77.5,5.4,6,81,4,0,NA,0,1.17,7,9,-2,-0.37,2.17,7.4,4.6,2.8,0.52,0.88,"https://fbref.com/en/players/f3794764/Anna-Gerhardt",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Laura Donhauser","GER","FW","24-052",6,484,81,76.8,5.4,6,81,4,0,NA,1,1.17,6,7,-1,-0.19,2.9,7.5,4.3,3.2,0.6,1.19,"https://fbref.com/en/players/307ba10b/Laura-Donhauser",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Lisa Schmitz","GER","GK","33-175",4,360,90,57.1,4,4,90,4,0,NA,0,0.75,3,6,-3,-0.75,0.25,5.1,3.5,1.6,0.4,0.19,"https://fbref.com/en/players/38bbb38c/Lisa-Schmitz",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Irina Fuchs","SUI","GK","20-038",3,270,90,42.9,3,3,90,3,0,NA,4,1.33,5,8,-3,-1,-0.25,4.6,4,0.6,0.21,-0.19,"https://fbref.com/en/players/81765813/Irina-Fuchs",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Martyna Wiankowska","POL","DF,FW","28-306",3,210,70,33.3,2.3,2,90,2,1,30,4,1.33,2,3,-1,-0.43,0.64,4.5,2,2.5,1.07,1.13,"https://fbref.com/en/players/83188bdb/Martyna-Wiankowska",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Anna-Lena Stolze","GER","FW,MF","25-110",4,192,48,30.5,2.1,2,63,0,2,33,0,1.75,5,6,-1,-0.47,0.56,5.1,2.6,2.6,1.21,1.28,"https://fbref.com/en/players/f0bbb279/Anna-Lena-Stolze",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Sylwia Matysik","POL","DF","28-159",4,157,39,24.9,1.7,2,68,1,2,11,0,0.75,3,3,0,0,1.14,1.7,2.1,-0.4,-0.24,-0.75,"https://fbref.com/en/players/b2d4690f/Sylwia-Matysik",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Celina Degen","AUT","DF","24-163",4,143,36,22.7,1.6,2,69,0,2,3,2,1,1,5,-4,-2.52,-2.15,0.7,1.7,-1,-0.65,-1.25,"https://fbref.com/en/players/eb75cca6/Celina-Degen",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Weronika Zawistowska","POL","FW","25-313",3,137,46,21.7,1.5,2,53,0,1,32,2,0.33,0,1,-1,-0.66,0.26,1.8,1,0.8,0.53,0.26,"https://fbref.com/en/players/a204c740/Weronika-Zawistowska",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Lydia Andrade","SUI","FW,DF","26-248",5,187,37,29.7,2.1,1,58,0,4,32,2,1.2,0,4,-4,-1.93,-1.52,2.5,2.2,0.3,0.14,-0.26,"https://fbref.com/en/players/221e533d/Lydia-Andrade",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Vanessa Leimenstoll","GER","FW,DF","24-239",6,97,16,15.4,1.1,0,NA,0,6,16,1,0.67,1,5,-4,-3.71,-3.37,1.3,2.9,-1.6,-1.52,-2.18,"https://fbref.com/en/players/81b66ed2/Vanessa-Leimenstoll",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Pauline Bremer","GER","MF,DF","29-199",3,76,25,12.1,0.8,0,NA,0,3,25,0,1.33,1,4,-3,-3.55,-3.07,0.6,2.3,-1.7,-2.02,-2.66,"https://fbref.com/en/players/ef20b0e8/Pauline-Bremer",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Ella Touon","SUI","MF","22-080",1,45,45,7.1,0.5,0,NA,0,1,45,6,0,0,4,-4,-8,-7.69,0.3,1.7,-1.4,-2.73,-3.29,"https://fbref.com/en/players/dc0ea11a/Ella-Touon",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Julia Schiffarth","GER","MF,FW","18-021",2,32,16,5.1,0.4,0,NA,0,2,16,2,0,0,1,-1,-2.81,-2.06,0.1,0.5,-0.4,-1.13,-1.53,"https://fbref.com/en/players/f537cc2c/Julia-Schiffarth",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Amelie Bohnen","GER","DF","24-071",2,10,5,1.6,0.1,0,NA,0,2,5,3,0,0,2,-2,-18,-17.42,0.2,0.9,-0.7,-6.03,-6.45,"https://fbref.com/en/players/c5a3a2aa/Amelie-Bohnen",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Anika Dübel","GER","GK","16-163",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/0bdebb15/Anika-Dubel",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Köln","Frauen-Bundesliga","Carolin Elsen","GER","FW","20-232",0,NA,NA,NA,NA,0,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/f4baa9be/Carolin-Elsen",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Elvira Herzog","SUI","GK","25-235",7,630,90,100,7,7,90,7,0,NA,0,1,8,15,-7,-1,NA,6.5,10,-3.5,-0.5,NA,"https://fbref.com/en/players/2ba3e2e8/Elvira-Herzog",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Julia Landenberger","GER","DF","21-308",7,630,90,100,7,7,90,7,0,NA,0,1,8,15,-7,-1,NA,6.5,10,-3.5,-0.5,NA,"https://fbref.com/en/players/2ff444b6/Julia-Landenberger",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Annabel Schasching","AUT","MF,FW","23-092",7,624,89,99,6.9,7,89,5,0,NA,0,1,8,14,-6,-0.87,14.13,6.5,9.6,-3.1,-0.45,5.62,"https://fbref.com/en/players/021718ce/Annabel-Schasching",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Lisa Baum","GER","DF,MF","18-335",7,554,79,87.9,6.2,6,87,4,1,31,0,1,7,14,-7,-1.14,-1.14,5.6,8.5,-2.9,-0.47,0.28,"https://fbref.com/en/players/4aa0fbfd/Lisa-Baum",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Andrea Norheim","NOR","DF","26-269",6,540,90,85.7,6,6,90,6,0,NA,1,1.17,8,14,-6,-1,0,5.5,9.7,-4.2,-0.7,-1.38,"https://fbref.com/en/players/d52de4c8/Andrea-Norheim",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Sandra Starke","GER","MF","32-087",5,435,87,69,4.8,5,87,4,0,NA,1,1.4,5,5,0,0,3.23,3.8,5,-1.2,-0.24,0.84,"https://fbref.com/en/players/60c22595/Sandra-Starke",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Delice Boboy","GER","FW,MF","18-361",7,428,61,67.9,4.8,5,78,1,2,19,0,1,5,12,-7,-1.47,-1.47,3.6,6.8,-3.3,-0.69,-0.58,"https://fbref.com/en/players/32c68f4e/Delice-Boboy",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Marlene Müller","GER","MF,DF","25-002",7,429,61,68.1,4.8,4,81,2,3,35,0,1,4,9,-5,-1.05,-0.15,4.6,6.6,-2,-0.42,0.24,"https://fbref.com/en/players/60352dae/Marlene-Muller",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Giovanna Hoffmann","GER","FW,MF","27-036",5,366,73,58.1,4.1,4,84,2,1,29,0,0.8,6,8,-2,-0.49,1.21,4.4,4.9,-0.6,-0.14,0.86,"https://fbref.com/en/players/e81f194d/Giovanna-Hoffmann",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Nikoline Dudek","DEN","DF,MF","22-040",6,357,60,56.7,4,4,82,2,2,15,1,1.17,4,7,-3,-0.76,0.56,4.2,4.9,-0.8,-0.19,0.72,"https://fbref.com/en/players/1fdb740f/Nikoline-Dudek",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Marleen Schimmer","GER","DF,FW","25-003",5,355,71,56.3,3.9,4,78,1,1,45,0,0.8,5,9,-4,-1.01,-0.03,2.5,5.6,-3.1,-0.78,-0.65,"https://fbref.com/en/players/be36d20c/Marleen-Schimmer",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Gina Chmielinski","GER","MF,FW","25-141",7,347,50,55.1,3.9,4,72,1,3,19,0,1,4,7,-3,-0.78,0.49,3.6,5.5,-1.8,-0.48,0.05,"https://fbref.com/en/players/8c3de9d6/Gina-Chmielinski",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Lou-Ann Joly","FRA","MF","23-195",6,331,55,52.5,3.7,4,73,1,2,20,1,1,4,12,-8,-2.18,-2.48,3.3,6.1,-2.9,-0.78,-0.58,"https://fbref.com/en/players/0fee9f6d/Lou-Ann-Joly",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Mai Kadowaki","JPN","FW,MF","24-187",6,263,44,41.7,2.9,3,71,1,3,16,1,1.17,6,8,-2,-0.68,0.54,4.1,4.2,-0.2,-0.05,0.77,"https://fbref.com/en/players/f39de6ec/Mai-Kadowaki",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Victoria Krug","GER","DF","27-287",6,255,43,40.5,2.8,3,72,1,3,13,1,1.17,5,7,-2,-0.71,0.49,2.8,5.4,-2.7,-0.94,-0.73,"https://fbref.com/en/players/a3183592/Victoria-Krug",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Julia Magerl","AUT","DF","22-177",2,174,87,27.6,1.9,2,87,1,0,NA,3,0,0,3,-3,-1.55,-0.76,1.3,1.5,-0.3,-0.14,0.5,"https://fbref.com/en/players/87be9b9d/Julia-Magerl",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Emilía Ásgeirsdóttir","ISL","MF,FW","20-269",5,127,25,20.2,1.4,2,54,0,3,7,2,0.6,0,3,-3,-2.13,-1.41,1.2,2.3,-1.2,-0.82,-0.4,"https://fbref.com/en/players/8f4f0cc8/Emilia-Asgeirsdottir",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Persis Oteng","NED","FW","19-357",5,62,12,9.8,0.7,0,NA,0,5,12,2,0.6,1,2,-1,-1.45,-0.5,1.1,2.4,-1.3,-1.94,-1.59,"https://fbref.com/en/players/0fb8146e/Persis-Oteng",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Kyra Spitzner","GER","DF","20-217",1,22,22,3.5,0.2,0,NA,0,1,22,2,0,0,1,-1,-4.09,-3.2,0.9,1.1,-0.2,-0.94,-0.45,"https://fbref.com/en/players/fb0d8904/Kyra-Spitzner",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Luca Maria Graf","GER","FW","26-221",1,1,1,0.2,0,0,NA,0,1,1,3,3,0,0,0,0,1,0,0,0,0,0.5,"https://fbref.com/en/players/571efbd6/Luca-Maria-Graf",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Rucy Grunenberg","GER","MF","18-346",0,NA,NA,NA,NA,0,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/983438e3/Rucy-Grunenberg",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","RB Leipzig","Frauen-Bundesliga","Lina Von Schrader","GER","GK","21-260",0,NA,NA,NA,NA,0,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://fbref.com/en/players/8fbb00ce/Lina-Von-Schrader",NA,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Melanie Brunnthaler","AUT","FW","25-028",NA,630,90,100,7,7,90,7,0,NA,0,0.86,8,16,-8,-1.14,NA,6.6,11.3,-4.7,-0.67,NA,"https://fbref.com/en/players/0a63b53a/Melanie-Brunnthaler",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Svea Stoldt","GER","DF","19-327",NA,630,90,100,7,7,90,7,0,NA,0,0.86,8,16,-8,-1.14,NA,6.6,11.3,-4.7,-0.67,NA,"https://fbref.com/en/players/5b400501/Svea-Stoldt",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Leni Marie Eggert","GER","DF","17-112",NA,629,90,99.8,7,7,90,6,0,NA,0,0.86,7,16,-9,-1.29,-91.29,6.5,11.3,-4.7,-0.68,-6.32,"https://fbref.com/en/players/5698d1c9/Leni-Marie-Eggert",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Pauline Machtens","GER","MF","23-120",NA,496,71,78.7,5.5,7,71,3,0,NA,0,0.86,6,9,-3,-0.54,2.81,5.1,7.4,-2.3,-0.42,1.14,"https://fbref.com/en/players/e4687714/Pauline-Machtens",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Sophie Hillebrand","AUT","FW,MF","23-275",NA,445,64,70.6,4.9,7,64,0,0,NA,0,0.86,3,10,-7,-1.42,-0.93,4.4,8.4,-4,-0.8,-0.46,"https://fbref.com/en/players/c3f503a8/Sophie-Hillebrand",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Nina Räcke","GER","DF","24-039",NA,544,78,86.3,6,6,83,5,1,49,0,0.86,7,12,-5,-0.83,2.31,5.7,10,-4.3,-0.71,-0.34,"https://fbref.com/en/players/d0d2c2f8/Nina-Racke",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Mária Mikolajová","SVK","MF","26-135",NA,434,62,68.9,4.8,6,65,1,1,45,0,0.86,3,13,-10,-2.07,-2.99,4.8,8.3,-3.5,-0.72,-0.19,"https://fbref.com/en/players/07ee8887/Maria-Mikolajova",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Emilia Hirche","GER","DF,FW","22-106",NA,405,81,64.3,4.5,4,90,4,1,45,1,0.8,4,11,-7,-1.56,-1.16,4.2,8.4,-4.2,-0.92,-0.72,"https://fbref.com/en/players/60255644/Emilia-Hirche",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Jaqueline Donges","GER","DF","24-309",NA,311,78,49.4,3.5,4,78,3,0,NA,0,1.25,5,9,-4,-1.16,-0.03,3.3,4.2,-0.9,-0.25,0.82,"https://fbref.com/en/players/60c2e7fe/Jaqueline-Donges",4,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Jobina Lahr","GER","DF","34-007",NA,255,43,40.5,2.8,4,55,0,2,18,1,1,4,8,-4,-1.41,-0.45,2.6,5,-2.4,-0.85,-0.3,"https://fbref.com/en/players/368b0d80/Jobina-Lahr",6,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Lotta Wrede","GER","MF,DF","17-206",NA,344,49,54.6,3.8,3,63,1,4,39,0,0.86,5,12,-7,-1.83,-1.52,3.9,7.1,-3.1,-0.82,-0.34,"https://fbref.com/en/players/8af3538b/Lotta-Wrede",7,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Annaleen Böhler","GER","DF","20-100",NA,295,59,46.8,3.3,3,68,0,2,45,1,0.8,2,8,-6,-1.83,-1.29,3.4,5.6,-2.2,-0.67,-0.01,"https://fbref.com/en/players/801f23e0/Annaleen-Bohler",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Inga Schuldt","GER","GK","28-208",NA,270,90,42.9,3,3,90,3,0,NA,3,1,4,10,-6,-2,-1.5,2.4,5.8,-3.4,-1.12,-0.79,"https://fbref.com/en/players/3151a778/Inga-Schuldt",3,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Larissa Haidner","AUT","GK","20-222",NA,242,81,38.4,2.7,2,90,2,1,62,3,0.67,1,3,-2,-0.74,0.65,3,3.4,-0.4,-0.14,0.86,"https://fbref.com/en/players/257050d3/Larissa-Haidner",3,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
"2025-2026","Hamburger SV","Frauen-Bundesliga","Mia Büchele","GER","MF,DF","22-019",NA,200,40,31.7,2.2,2,60,0,3,27,2,1.2,3,4,-1,-0.45,1.02,1.3,4.4,-3.1,-1.38,-1.05,"https://fbref.com/en/players/762fd610/Mia-Buchele",5,"Frauen Bundesliga","https://fbref.com/en/comps/183/Frauen-Bundesliga-Stats","playing_time"
